record_id,muni_name,hybrid,veh_type,fuel,year,make_name,q1_2008,q2_2008,q3_2008,q4_2008,mi_per_day,mpg_adj,gal_perday,co2eqv_day,curbwt,msrp,mpg2008,veh_zip
4127518,BOSTON,0,Car,Gasoline,2008,Honda,0,0,0,1,18.12,28.42,0.64,5.77,2800,20000,29,02124
6949314,BOSTON,0,Car,Gasoline,2002,Honda,0,0,0,1,39.05,18.23,2.14,19.40,3300,26000,21,02124
11300782,BOSTON,0,Car,Gasoline,2001,Honda,0,1,1,1,18.76,19.18,0.98,8.86,3000,18000,23,02128
13414822,BOSTON,0,Car,Gasoline,2002,Nissan,0,0,1,1,13.32,23.44,0.57,5.15,2600,14000,27,02215
10137513,BOSTON,0,SUV,Gasoline,1998,Toyota,1,1,0,0,21.7,13.07,1.66,15.03,3900,27000,16,02122
7616103,BOSTON,0,Car,Gasoline,2002,Volvo,1,0,0,0,19.57,19.49,1.00,9.09,3100,28000,22,02127
15018585,BOSTON,0,,Gasoline,2000,Chevrolet,0,0,1,1,26.38,11.67,2.26,20.46,5300,25000,14,02118
9182705,BOSTON,0,Truck,Gasoline,1998,Ford,1,1,1,1,17.93,16.82,1.07,9.65,3100,14000,21,02128
9850805,BOSTON,0,Van,Gasoline,2002,Ford,0,0,0,1,10.6,13.02,0.81,7.37,5400,24000,15,02127
15217335,BOSTON,0,Car,Gasoline,2005,Honda,0,0,1,0,34.22,28.24,1.21,10.98,2600,18000,30,02109
9236718,BOSTON,0,Car,Gasoline,1995,Toyota,1,1,1,1,7.4,19.59,0.38,3.42,2500,17000,26,02127
15003587,BOSTON,0,Truck,Gasoline,2000,Nissan,1,1,1,1,18.7,13.34,1.40,12.69,3800,18000,16,02128
